"Date","Price","Open","High","Low","Vol.","Change %"
"08/14/2019","1.82","1.95","1.95","1.82","1.06M","-8.08%"
"08/13/2019","1.98","2.12","2.12","1.91","1.31M","-4.81%"
"08/12/2019","2.08","2.20","2.20","2.05","577.50K","-4.59%"
"08/09/2019","2.18","2.13","2.20","2.07","802.72K","5.31%"
"08/08/2019","2.07","2.19","2.22","2.06","551.21K","-2.36%"
"08/07/2019","2.12","2.11","2.20","2.00","986.52K","1.92%"
"08/06/2019","2.08","2.27","2.30","1.97","1.25M","-7.14%"
"08/05/2019","2.24","2.40","2.47","2.21","2.77M","1.36%"
"08/02/2019","2.21","2.16","2.33","2.13","1.42M","3.76%"
"08/01/2019","2.13","2.18","2.19","1.95","897.48K","-3.18%"
"07/31/2019","2.20","1.94","2.23","1.93","2.50M","15.18%"
"07/30/2019","1.91","1.95","1.97","1.87","819.95K","-1.55%"
"07/29/2019","1.94","1.97","1.99","1.83","671.02K","-1.52%"
"07/26/2019","1.97","2.02","2.05","1.93","519.34K","-1.99%"
"07/25/2019","2.01","1.99","2.03","1.92","585.08K","2.03%"
"07/24/2019","1.97","2.04","2.05","1.92","608.12K","-2.48%"
"07/23/2019","2.02","1.95","2.07","1.85","936.37K","3.59%"
"07/22/2019","1.95","1.94","1.98","1.82","1.49M","-1.52%"
"07/19/2019","1.98","2.05","2.10","1.87","1.68M","-3.41%"
"07/18/2019","2.05","2.02","2.19","2.02","2.14M","2.50%"
"07/17/2019","2.00","2.06","2.18","2.00","1.99M","-3.85%"
"07/16/2019","2.08","2.15","2.25","2.06","1.19M","-5.45%"
"07/15/2019","2.20","2.05","2.23","2.04","1.42M","-2.65%"
"07/12/2019","2.26","2.44","2.45","2.01","3.20M","-3.83%"
